,node_edge_masks,node_edge_masks_std
0,0.91363126039505,0.018255606293678284
1,0.9309209585189819,0.014474640600383282
2,0.7897883057594299,0.3306884467601776
3,0.6425521373748779,0.4232935905456543
4,0.8842867612838745,0.01508977822959423
5,0.9176123738288879,0.018291838467121124
6,0.12321788817644119,0.2477680891752243
7,0.8958717584609985,0.020192088559269905
8,0.8043657541275024,0.33449745178222656
9,0.2623724043369293,0.3769245743751526
10,0.8727792501449585,0.027337683364748955
11,0.08024846762418747,0.012572224251925945
12,0.24950718879699707,0.3855803310871124
13,0.8643428087234497,0.05159115046262741
14,0.1406741440296173,0.2770267724990845
15,0.8381569385528564,0.26625415682792664
16,0.21617357432842255,0.36618244647979736
17,0.057943664491176605,0.092647984623909
18,0.4208587110042572,0.2657950222492218
19,0.3298254609107971,0.4320986270904541
20,0.9003570675849915,0.02178030088543892
21,0.4228809177875519,0.45351970195770264
22,0.7941734194755554,0.29348430037498474
23,0.43849363923072815,0.4498318135738373
24,0.36065566539764404,0.4212053418159485
25,0.9123507738113403,0.016608979552984238
26,0.07769341766834259,0.12736982107162476
27,0.9305214881896973,0.016737494617700577
28,0.11917509138584137,0.20475837588310242
29,0.43140456080436707,0.3679226338863373
30,0.925144612789154,0.01553843542933464
31,0.25243937969207764,0.38852304220199585
32,0.8969377279281616,0.15334457159042358
33,0.09438277781009674,0.20172186195850372
34,0.09289365261793137,0.20205058157444
35,0.8987084627151489,0.1777019500732422
36,0.885662317276001,0.02671983279287815
37,0.8706117272377014,0.19121256470680237
38,0.7254889011383057,0.39593133330345154
39,0.8536388278007507,0.029514605179429054
40,0.060065291821956635,0.0929851084947586
41,0.7071687579154968,0.28702566027641296
42,0.43212035298347473,0.365111768245697
43,0.826482892036438,0.23122301697731018
44,0.8665000796318054,0.22222131490707397
45,0.8954522609710693,0.08744607120752335
46,0.5850825309753418,0.4055534899234772
47,0.8707612752914429,0.1259630173444748
48,0.8718687295913696,0.1576741635799408
49,0.8827398419380188,0.08301270008087158
50,0.8220943212509155,0.235489621758461
51,0.380996435880661,0.4289296865463257
52,0.824407696723938,0.14988873898983002
53,0.901143491268158,0.08802873641252518
54,0.8242936730384827,0.3032188415527344
55,0.8737860321998596,0.17194795608520508
56,0.9072543978691101,0.1557551771402359
57,0.8438147306442261,0.27268898487091064
58,0.8957716822624207,0.1786932647228241
59,0.9254772067070007,0.020290544256567955
60,0.7286475300788879,0.3901439905166626
61,0.9011718034744263,0.020890146493911743
62,0.910847008228302,0.01542164757847786
63,0.9029039740562439,0.01647600717842579
64,0.9100677371025085,0.022071095183491707
65,0.9018996953964233,0.02049228921532631
66,0.6270235776901245,0.44336339831352234
67,0.12069713324308395,0.25244587659835815
68,0.08392785489559174,0.12846197187900543
69,0.38560107350349426,0.4391268193721771
